# Performance Monitoring Events for Performance Monitoring Events for Intel Xeon Processors Based on the Cascadelake Microarchitecture with Intel Optane DC persistent memory - V1.09
# 3/28/2020 1:07:14 AM EVENT_STATUS Legend: None = 0x00, Deprecated = 0x01, Template = 0x02
# Copyright (c) 2007 - 2017 Intel Corporation. All rights reserved.
CODE	UMASK	NAME	DESCRIPTION	COUNTER	COUNTER_HT_OFF	OVERFLOW	MSR_INDEX	MSR_VALUE	PRECISE_EVENT	TAKEN_ALONE	SAV_LOWER_LIMIT	OTHER	LATENCY	DEFAULT	EM_TRIGGER	DATA_LA	L1_HIT_INDICATION	OFFCORE_EVENT	BRANCH_EVT	PRECISE_FE	EVENT_STATUS
0x24	0xE1	L2_RQSTS.ALL_DEMAND_DATA_RD	Demand Data Read requests	0,1,2,3	0,1,2,3,4,5,6,7	200003	0	0	0	0	0	0x53	0	0	0	0	0	0	0	0	0x00
0x24	0xE2	L2_RQSTS.ALL_RFO	RFO requests to L2 cache	0,1,2,3	0,1,2,3,4,5,6,7	200003	0	0	0	0	0	0x53	0	0	0	0	0	0	0	0	0x00
0x24	0xE4	L2_RQSTS.ALL_CODE_RD	L2 code requests	0,1,2,3	0,1,2,3,4,5,6,7	200003	0	0	0	0	0	0x53	0	0	0	0	0	0	0	0	0x00
0x24	0xe7	L2_RQSTS.ALL_DEMAND_REFERENCES	Demand requests to L2 cache	0,1,2,3	0,1,2,3,4,5,6,7	200003	0	0	0	0	0	0x53	0	0	0	0	0	0	0	0	0x00
0x24	0xF8	L2_RQSTS.ALL_PF	Requests from the L1/L2/L3 hardware prefetchers or Load software prefetches	0,1,2,3	0,1,2,3,4,5,6,7	200003	0	0	0	0	0	0x53	0	0	0	0	0	0	0	0	0x00
0x24	0xFF	L2_RQSTS.REFERENCES	All L2 requests	0,1,2,3	0,1,2,3,4,5,6,7	200003	0	0	0	0	0	0x53	0	0	0	0	0	0	0	0	0x00
0x28	0x07	CORE_POWER.LVL0_TURBO_LICENSE	Core cycles where the core was running in a manner where Turbo may be clipped to the Non-AVX turbo schedule.	0,1,2,3	0,1,2,3,4,5,6,7	200003	0	0	0	0	0	0x53	0	0	0	0	0	0	0	0	0x00
0x28	0x18	CORE_POWER.LVL1_TURBO_LICENSE	Core cycles where the core was running in a manner where Turbo may be clipped to the AVX2 turbo schedule.	0,1,2,3	0,1,2,3,4,5,6,7	200003	0	0	0	0	0	0x53	0	0	0	0	0	0	0	0	0x00
0x28	0x20	CORE_POWER.LVL2_TURBO_LICENSE	Core cycles where the core was running in a manner where Turbo may be clipped to the AVX512 turbo schedule.	0,1,2,3	0,1,2,3,4,5,6,7	200003	0	0	0	0	0	0x53	0	0	0	0	0	0	0	0	0x00
0x28	0x40	CORE_POWER.THROTTLE	Core cycles the core was throttled due to a pending power level request.	0,1,2,3	0,1,2,3,4,5,6,7	200003	0	0	0	0	0	0x53	0	0	0	0	0	0	0	0	0x00
0x2E	0x41	LONGEST_LAT_CACHE.MISS	Core-originated cacheable demand requests missed L3	0,1,2,3	0,1,2,3,4,5,6,7	100003	0	0	0	0	0	0x53	0	0	0	0	0	0	0	0	0x00
0x2E	0x4F	LONGEST_LAT_CACHE.REFERENCE	Core-originated cacheable demand requests that refer to L3	0,1,2,3	0,1,2,3,4,5,6,7	100003	0	0	0	0	0	0x53	0	0	0	0	0	0	0	0	0x00
0x32	0x01	SW_PREFETCH_ACCESS.NTA	Number of PREFETCHNTA instructions executed.	0,1,2,3	0,1,2,3,4,5,6,7	2000003	0	0	0	0	0	0x53	0	0	0	0	0	0	0	0	0x00
0x32	0x02	SW_PREFETCH_ACCESS.T0	Number of PREFETCHT0 instructions executed.	0,1,2,3	0,1,2,3,4,5,6,7	2000003	0	0	0	0	0	0x53	0	0	0	0	0	0	0	0	0x00
0x32	0x04	SW_PREFETCH_ACCESS.T1_T2	Number of PREFETCHT1 or PREFETCHT2 instructions executed.	0,1,2,3	0,1,2,3,4,5,6,7	2000003	0	0	0	0	0	0x53	0	0	0	0	0	0	0	0	0x00
0x32	0x08	SW_PREFETCH_ACCESS.PREFETCHW	Number of PREFETCHW instructions executed.	0,1,2,3	0,1,2,3,4,5,6,7	2000003	0	0	0	0	0	0x53	0	0	0	0	0	0	0	0	0x00
0x3C	0x00	CPU_CLK_UNHALTED.THREAD_P	Thread cycles when thread is not in halt state	0,1,2,3	0,1,2,3,4,5,6,7	2000003	0	0	0	0	5	0x53	0	0	1	0	0	0	0	0	0x00
0x3C	0x00	CPU_CLK_UNHALTED.THREAD_P_ANY	Core cycles when at least one thread on the physical core is not in halt state.	0,1,2,3	0,1,2,3,4,5,6,7	2000003	0	0	0	0	5	0x73	0	0	0	0	0	0	0	0	0x00
0x3C	0x00	CPU_CLK_UNHALTED.RING0_TRANS	Counts when there is a transition from ring 1, 2 or 3 to ring 0.	0,1,2,3	0,1,2,3,4,5,6,7	100007	0	0	0	0	0	0x156	0	0	0	0	0	0	0	0	0x00
0x3C	0x01	CPU_CLK_THREAD_UNHALTED.REF_XCLK	Core crystal clock cycles when the thread is unhalted.	0,1,2,3	0,1,2,3,4,5,6,7	25003	0	0	0	0	5	0x53	0	0	3	0	0	0	0	0	0x00
0x3C	0x01	CPU_CLK_THREAD_UNHALTED.REF_XCLK_ANY	Core crystal clock cycles when at least one thread on the physical core is unhalted.	0,1,2,3	0,1,2,3,4,5,6,7	25003	0	0	0	0	5	0x73	0	0	0	0	0	0	0	0	0x00
0x3C	0x01	CPU_CLK_UNHALTED.REF_XCLK_ANY	Core crystal clock cycles when at least one thread on the physical core is unhalted.	0,1,2,3	0,1,2,3,4,5,6,7	25003	0	0	0	0	5	0x73	0	0	0	0	0	0	0	0	0x00
0x3C	0x01	CPU_CLK_UNHALTED.REF_XCLK	Core crystal clock cycles when the thread is unhalted.	0,1,2,3	0,1,2,3,4,5,6,7	25003	0	0	0	0	5	0x53	0	0	3	0	0	0	0	0	0x00
0x3C	0x02	CPU_CLK_THREAD_UNHALTED.ONE_THREAD_ACTIVE	Core crystal clock cycles when this thread is unhalted and the other thread is halted.	0,1,2,3	0,1,2,3,4,5,6,7	25003	0	0	0	0	5	0x53	0	0	0	0	0	0	0	0	0x00
0x3C	0x02	CPU_CLK_UNHALTED.ONE_THREAD_ACTIVE	Core crystal clock cycles when this thread is unhalted and the other thread is halted.	0,1,2,3	0,1,2,3,4,5,6,7	25003	0x00	0x00	0	0	5	0x53	0	0	0	0	0	0	0	0	0x00
0x48	0x01	L1D_PEND_MISS.PENDING_CYCLES	Cycles with L1D load Misses outstanding.	0,1,2,3	0,1,2,3,4,5,6,7	2000003	0	0	0	0	0	0x153	0	0	0	0	0	0	0	0	0x00
0x48	0x01	L1D_PEND_MISS.PENDING	L1D miss outstandings duration in cycles	0,1,2,3	0,1,2,3,4,5,6,7	2000003	0	0	0	0	0	0x53	0	0	0	0	0	0	0	0	0x00
0x48	0x01	L1D_PEND_MISS.PENDING_CYCLES_ANY	Cycles with L1D load Misses outstanding from any thread on physical core.	0,1,2,3	0,1,2,3,4,5,6,7	2000003	0x00	0x00	0	0	5	0x173	0	0	0	0	0	0	0	0	0x00
0x48	0x02	L1D_PEND_MISS.FB_FULL	Number of times a request needed a FB entry but there was no entry available for it. That is the FB unavailability was dominant reason for blocking the request. A request includes cacheable/uncacheable demands that is load, store or SW prefetch.	0,1,2,3	0,1,2,3,4,5,6,7	2000003	0	0	0	0	0	0x53	0	0	0	0	0	0	0	0	0x00
0x49	0x01	DTLB_STORE_MISSES.MISS_CAUSES_A_WALK	Store misses in all DTLB levels that cause page walks	0,1,2,3	0,1,2,3,4,5,6,7	100003	0	0	0	0	0	0x53	0	0	0	0	0	0	0	0	0x00
0x49	0x02	DTLB_STORE_MISSES.WALK_COMPLETED_4K	Page walk completed due to a demand data store to a 4K page	0,1,2,3	0,1,2,3,4,5,6,7	100003	0	0	0	0	0	0x53	0	0	0	0	0	0	0	0	0x00
0x49	0x04	DTLB_STORE_MISSES.WALK_COMPLETED_2M_4M	Page walk completed due to a demand data store to a 2M/4M page	0,1,2,3	0,1,2,3,4,5,6,7	100003	0	0	0	0	0	0x53	0	0	0	0	0	0	0	0	0x00
0x49	0x08	DTLB_STORE_MISSES.WALK_COMPLETED_1G	Page walk completed due to a demand data store to a 1G page	0,1,2,3	0,1,2,3,4,5,6,7	100003	0	0	0	0	0	0x53	0	0	0	0	0	0	0	0	0x00
0x49	0x0E	DTLB_STORE_MISSES.WALK_COMPLETED	Store misses in all TLB levels causes a page walk that completes. (All page sizes)	0,1,2,3	0,1,2,3,4,5,6,7	100003	0	0	0	0	0	0x53	0	0	0	0	0	0	0	0	0x00
0x49	0x10	DTLB_STORE_MISSES.WALK_PENDING	Counts 1 per cycle for each PMH that is busy with a page walk for a store. EPT page walk duration are excluded in Skylake.	0,1,2,3	0,1,2,3,4,5,6,7	2000003	0	0	0	0	0	0x53	0	0	0	0	0	0	0	0	0x00
0x49	0x10	DTLB_STORE_MISSES.WALK_ACTIVE	Cycles when at least one PMH is busy with a page walk for a store. EPT page walk duration are excluded in Skylake.	0,1,2,3	0,1,2,3,4,5,6,7	100003	0x00	0x00	0	0	5	0x153	0	0	0	0	0	0	0	0	0x00
0x49	0x20	DTLB_STORE_MISSES.STLB_HIT	Stores that miss the DTLB and hit the STLB.	0,1,2,3	0,1,2,3,4,5,6,7	100003	0	0	0	0	0	0x53	0	0	0	0	0	0	0	0	0x00
0x4C	0x01	LOAD_HIT_PRE.SW_PF	Demand load dispatches that hit L1D fill buffer (FB) allocated for software prefetch.	0,1,2,3	0,1,2,3,4,5,6,7	100003	0	0	0	0	0	0x53	0	0	0	0	0	0	0	0	0x00
0x4F	0x10	EPT.WALK_PENDING	Counts 1 per cycle for each PMH that is busy with a EPT (Extended Page Table) walk for any request type.	0,1,2,3	0,1,2,3,4,5,6,7	2000003	0	0	0	0	0	0x53	0	0	0	0	0	0	0	0	0x00
0x51	0x01	L1D.REPLACEMENT	L1D data line replacements	0,1,2,3	0,1,2,3,4,5,6,7	2000003	0	0	0	0	0	0x53	0	0	0	0	0	0	0	0	0x00
0x54	0x01	TX_MEM.ABORT_CONFLICT	Number of times a transactional abort was signaled due to a data conflict on a transactionally accessed address	0,1,2,3	0,1,2,3,4,5,6,7	2000003	0	0	0	0	0	0x53	0	0	0	0	0	0	0	0	0x00
0x54	0x02	TX_MEM.ABORT_CAPACITY	Number of times a transactional abort was signaled due to a data capacity limitation for transactional reads or writes.	0,1,2,3	0,1,2,3,4,5,6,7	2000003	0	0	0	0	0	0x53	0	0	0	0	0	0	0	0	0x00
0x54	0x04	TX_MEM.ABORT_HLE_STORE_TO_ELIDED_LOCK	Number of times a HLE transactional region aborted due to a non XRELEASE prefixed instruction writing to an elided lock in the elision buffer	0,1,2,3	0,1,2,3,4,5,6,7	2000003	0	0	0	0	0	0x53	0	0	0	0	0	0	0	0	0x00
0x54	0x08	TX_MEM.ABORT_HLE_ELISION_BUFFER_NOT_EMPTY	Number of times an HLE transactional execution aborted due to NoAllocatedElisionBuffer being non-zero.	0,1,2,3	0,1,2,3,4,5,6,7	2000003	0	0	0	0	0	0x53	0	0	0	0	0	0	0	0	0x00
0x54	0x10	TX_MEM.ABORT_HLE_ELISION_BUFFER_MISMATCH	Number of times an HLE transactional execution aborted due to XRELEASE lock not satisfying the address and value requirements in the elision buffer	0,1,2,3	0,1,2,3,4,5,6,7	2000003	0	0	0	0	0	0x53	0	0	0	0	0	0	0	0	0x00
0x54	0x20	TX_MEM.ABORT_HLE_ELISION_BUFFER_UNSUPPORTED_ALIGNMENT	Number of times an HLE transactional execution aborted due to an unsupported read alignment from the elision buffer.	0,1,2,3	0,1,2,3,4,5,6,7	2000003	0	0	0	0	0	0x53	0	0	0	0	0	0	0	0	0x00
0x54	0x40	TX_MEM.HLE_ELISION_BUFFER_FULL	Number of times HLE lock could not be elided due to ElisionBufferAvailable being zero.	0,1,2,3	0,1,2,3,4,5,6,7	2000003	0	0	0	0	0	0x53	0	0	0	0	0	0	0	0	0x00
0x59	0x01	PARTIAL_RAT_STALLS.SCOREBOARD	Cycles where the pipeline is stalled due to serializing operations.	0,1,2,3	0,1,2,3,4,5,6,7	2000003	0	0	0	0	0	0x53	0	0	0	0	0	0	0	0	0x00
0x5d	0x01	TX_EXEC.MISC1	Counts the number of times a class of instructions that may cause a transactional abort was executed. Since this is the count of execution, it may not always cause a transactional abort.	0,1,2,3	0,1,2,3,4,5,6,7	2000003	0	0	0	0	0	0x53	0	0	0	0	0	0	0	0	0x00
0x5d	0x02	TX_EXEC.MISC2	Counts the number of times a class of instructions (e.g., vzeroupper) that may cause a transactional abort was executed inside a transactional region	0,1,2,3	0,1,2,3,4,5,6,7	2000003	0	0	0	0	0	0x53	0	0	0	0	0	0	0	0	0x00
0x5d	0x04	TX_EXEC.MISC3	Counts the number of times an instruction execution caused the transactional nest count supported to be exceeded	0,1,2,3	0,1,2,3,4,5,6,7	2000003	0	0	0	0	0	0x53	0	0	0	0	0	0	0	0	0x00
0x5d	0x08	TX_EXEC.MISC4	Counts the number of times a XBEGIN instruction was executed inside an HLE transactional region.	0,1,2,3	0,1,2,3,4,5,6,7	2000003	0	0	0	0	0	0x53	0	0	0	0	0	0	0	0	0x00
0x5d	0x10	TX_EXEC.MISC5	Counts the number of times an HLE XACQUIRE instruction was executed inside an RTM transactional region	0,1,2,3	0,1,2,3,4,5,6,7	2000003	0	0	0	0	0	0x53	0	0	0	0	0	0	0	0	0x00
0x5E	0x01	RS_EVENTS.EMPTY_END	Counts end of periods where the Reservation Station (RS) was empty. Could be useful to precisely locate Frontend Latency Bound issues.	0,1,2,3	0,1,2,3,4,5,6,7	2000003	0	0	0	0	0	0x1D7	0	0	0	0	0	0	0	0	0x00
0x5E	0x01	RS_EVENTS.EMPTY_CYCLES	Cycles when Reservation Station (RS) is empty for the thread	0,1,2,3	0,1,2,3,4,5,6,7	2000003	0	0	0	0	0	0x53	0	0	0	0	0	0	0	0	0x00
0x60	0x01	OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_DEMAND_DATA_RD	Cycles when offcore outstanding Demand Data Read transactions are present in SuperQueue (SQ), queue to uncore	0,1,2,3	0,1,2,3,4,5,6,7	2000003	0	0	0	0	0	0x153	0	0	0	0	0	0	0	0	0x00
0x60	0x01	OFFCORE_REQUESTS_OUTSTANDING.DEMAND_DATA_RD	Offcore outstanding Demand Data Read transactions in uncore queue.	0,1,2,3	0,1,2,3,4,5,6,7	2000003	0	0	0	0	0	0x53	0	0	0	0	0	0	0	0	0x00
0x60	0x01	OFFCORE_REQUESTS_OUTSTANDING.DEMAND_DATA_RD_GE_6	Cycles with at least 6 offcore outstanding Demand Data Read transactions in uncore queue.	0,1,2,3	0,1,2,3,4,5,6,7	2000003	0x00	0x00	0	0	5	0x653	0	0	0	0	0	0	0	0	0x00
0x60	0x02	OFFCORE_REQUESTS_OUTSTANDING.DEMAND_CODE_RD	Offcore outstanding Code Reads transactions in the SuperQueue (SQ), queue to uncore, every cycle.	0,1,2,3	0,1,2,3,4,5,6,7	2000003	0	0	0	0	0	0x53	0	0	0	0	0	0	0	0	0x00
0x60	0x02	OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_DEMAND_CODE_RD	Cycles with offcore outstanding Code Reads transactions in the SuperQueue (SQ), queue to uncore.	0,1,2,3	0,1,2,3,4,5,6,7	2000003	0	0	0	0	0	0x153	0	0	0	0	0	0	0	0	0x00
0x60	0x04	OFFCORE_REQUESTS_OUTSTANDING.DEMAND_RFO	Offcore outstanding demand rfo reads transactions in SuperQueue (SQ), queue to uncore, every cycle	0,1,2,3	0,1,2,3,4,5,6,7	2000003	0	0	0	0	0	0x53	0	0	0	0	0	0	0	0	0x00
0x60	0x04	OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_DEMAND_RFO	Cycles with offcore outstanding demand rfo reads transactions in SuperQueue (SQ), queue to uncore.	0,1,2,3	0,1,2,3,4,5,6,7	2000003	0	0	0	0	0	0x153	0	0	0	0	0	0	0	0	0x00
0x60	0x08	OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_DATA_RD	Cycles when offcore outstanding cacheable Core Data Read transactions are present in SuperQueue (SQ), queue to uncore.	0,1,2,3	0,1,2,3,4,5,6,7	2000003	0	0	0	0	0	0x153	0	0	0	0	0	0	0	0	0x00
0x60	0x08	OFFCORE_REQUESTS_OUTSTANDING.ALL_DATA_RD	Offcore outstanding cacheable Core Data Read transactions in SuperQueue (SQ), queue to uncore	0,1,2,3	0,1,2,3,4,5,6,7	2000003	0	0	0	0	0	0x53	0	0	0	0	0	0	0	0	0x00
0x60	0x10	OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD	Counts number of Offcore outstanding Demand Data Read requests that miss L3 cache in the superQ every cycle.	0,1,2,3	0,1,2,3,4,5,6,7	2000003	0	0	0	0	0	0x53	0	0	0	0	0	0	0	0	0x00
0x60	0x10	OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6	Cycles with at least 6 Demand Data Read requests that miss L3 cache in the superQ.	0,1,2,3	0,1,2,3,4,5,6,7	2000003	0x00	0x00	0	0	5	0x653	0	0	0	0	0	0	0	0	0x00
0x60	0x10	OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD	Cycles with at least 1 Demand Data Read requests who miss L3 cache in the superQ.	0,1,2,3	0,1,2,3,4,5,6,7	2000003	0x00	0x00	0	0	5	0x153	0	0	0	0	0	0	0	0	0x00
0x79	0x04	IDQ.MITE_CYCLES	Cycles when uops are being delivered to Instruction Decode Queue (IDQ) from MITE path	0,1,2,3	0,1,2,3,4,5,6,7	2000003	0	0	0	0	0	0x153	0	0	0	0	0	0	0	0	0x00
0x79	0x04	IDQ.MITE_UOPS	Uops delivered to Instruction Decode Queue (IDQ) from MITE path	0,1,2,3	0,1,2,3,4,5,6,7	2000003	0	0	0	0	0	0x53	0	0	0	0	0	0	0	0	0x00
0x79	0x08	IDQ.DSB_CYCLES	Cycles when uops are being delivered to Instruction Decode Queue (IDQ) from Decode Stream Buffer (DSB) path	0,1,2,3	0,1,2,3,4,5,6,7	2000003	0	0	0	0	0	0x153	0	0	0	0	0	0	0	0	0x00
0x79	0x08	IDQ.DSB_UOPS	Uops delivered to Instruction Decode Queue (IDQ) from the Decode Stream Buffer (DSB) path	0,1,2,3	0,1,2,3,4,5,6,7	2000003	0	0	0	0	0	0x53	0	0	0	0	0	0	0	0	0x00
0x79	0x10	IDQ.MS_DSB_CYCLES	Cycles when uops initiated by Decode Stream Buffer (DSB) are being delivered to Instruction Decode Queue (IDQ) while Microcode Sequenser (MS) is busy	0,1,2,3	0,1,2,3,4,5,6,7	2000003	0	0	0	0	0	0x153	0	0	0	0	0	0	0	0	0x00
0x79	0x18	IDQ.ALL_DSB_CYCLES_ANY_UOPS	Cycles Decode Stream Buffer (DSB) is delivering any Uop	0,1,2,3	0,1,2,3,4,5,6,7	2000003	0	0	0	0	0	0x153	0	0	0	0	0	0	0	0	0x00
