# Performance Monitoring Events for Intel(R) Xeon Phi Processor Family based on the Intel(R) Many Integrated Core Architecture - V14
# 12/20/2017 3:51:25 PM
# Copyright (c) 2007 - 2017 Intel Corporation. All rights reserved.
CODE	UMASK	NAME	DESCRIPTION	COUNTER	OVERFLOW	MSR_INDEX	MSR_VALUE	PRECISE_EVENT	SAV_LOWER_LIMIT	OTHER	DEFAULT	EM_TRIGGER	DATA_LA	MATRIX_EVENT	BRANCH_EVT
0x80	0x03	ICACHE.ACCESSES	Counts all instruction fetches, including uncacheable fetches.	0,1	200003	0	0	0	0	0x53	0	0	0	0	0
0x86	0x04	FETCH_STALL.ICACHE_FILL_PENDING_CYCLES	This event counts the number of core cycles the fetch stalls because of an icache miss. This is a cumulative count of cycles the NIP stalled for all icache misses.	0,1	200003	0	0	0	0	0x53	0	0	0	0	0
0xB7	0x01,0x02	OFFCORE_RESPONSE	Counts the matrix events specified by MSR_OFFCORE_RESPx	0,1	100007	0	0	0	0	0x53	0	0	0	1	0
0xC0	0x00	INST_RETIRED.ANY_P	Counts the total number of instructions retired	0,1	2000003	0	0	0	5	0x53	0	1	0	0	0
0xC0	0x00	INST_RETIRED.ANY_PS	Counts the number of instructions retired (Precise Event)	0	2000003	0	0	1	5	0x53	0	0	0	0	0
0xC2	0x01	UOPS_RETIRED.MS	Counts the number of micro-ops retired that are from the complex flows issued by the micro-sequencer (MS).	0,1	2000003	0	0	0	0	0x53	0	0	0	0	0
0xC2	0x10	UOPS_RETIRED.ALL	Counts the number of micro-ops retired	0,1	2000003	0	0	0	0	0x53	0	0	0	0	0
0xC2	0x20	UOPS_RETIRED.SCALAR_SIMD	Counts the number of scalar SSE, AVX, AVX2, AVX-512 micro-ops except for loads (memory-to-register mov-type micro ops), division, sqrt.	0,1	200003	0	0	0	0	0x53	0	0	0	0	0
0xC2	0x40	UOPS_RETIRED.PACKED_SIMD	Counts the number of packed SSE, AVX, AVX2, AVX-512 micro-ops (both floating point and integer) except for loads (memory-to-register mov-type micro-ops), packed byte and word multiplies.	0,1	200003	0	0	0	0	0x53	0	0	0	0	0
0xC3	0x01	MACHINE_CLEARS.SMC	Counts the number of times that the machine clears due to program modifying data within 1K of a recently fetched code page	0,1	200003	0	0	0	0	0x53	0	0	0	0	0
0xC3	0x02	MACHINE_CLEARS.MEMORY_ORDERING	Counts the number of times the machine clears due to memory ordering hazards	0,1	200003	0	0	0	0	0x53	0	0	0	0	0
0xC3	0x04	MACHINE_CLEARS.FP_ASSIST	Counts the number of floating operations retired that required microcode assists	0,1	200003	0	0	0	0	0x53	0	0	0	0	0
0xC3	0x08	MACHINE_CLEARS.ALL	Counts all machine clears	0,1	200003	0	0	0	0	0x53	0	0	0	0	0
0xC4	0x00	BR_INST_RETIRED.ALL_BRANCHES	Counts the number of branch instructions retired	0,1	200003	0	0	0	0	0x53	0	0	0	0	1
0xC4	0x00	BR_INST_RETIRED.ALL_BRANCHES_PS	Counts the number of branch instructions retired (Precise Event)	0	200003	0	0	1	0	0x53	0	0	0	0	1
0xC4	0x7E	BR_INST_RETIRED.JCC	Counts the number of branch instructions retired that were conditional jumps.	0,1	200003	0	0	0	0	0x53	0	0	0	0	1
0xC4	0x7E	BR_INST_RETIRED.JCC_PS	Counts the number of branch instructions retired that were conditional jumps. (Precise Event)	0	200003	0	0	1	0	0x53	0	0	0	0	1
0xC4	0xBF	BR_INST_RETIRED.FAR_BRANCH	Counts the number of far branch instructions retired.	0,1	200003	0	0	0	0	0x53	0	0	0	0	1
0xC4	0xBF	BR_INST_RETIRED.FAR_BRANCH_PS	Counts the number of far branch instructions retired. (Precise Event)	0	200003	0	0	1	0	0x53	0	0	0	0	1
0xC4	0xEB	BR_INST_RETIRED.NON_RETURN_IND	Counts the number of branch instructions retired that were near indirect CALL or near indirect JMP.	0,1	200003	0	0	0	0	0x53	0	0	0	0	1
0xC4	0xEB	BR_INST_RETIRED.NON_RETURN_IND_PS	Counts the number of branch instructions retired that were near indirect CALL or near indirect JMP. (Precise Event)	0	200003	0	0	1	0	0x53	0	0	0	0	1
0xC4	0xF7	BR_INST_RETIRED.RETURN	Counts the number of near RET branch instructions retired.	0,1	200003	0	0	0	0	0x53	0	0	0	0	1
0xC4	0xF7	BR_INST_RETIRED.RETURN_PS	Counts the number of near RET branch instructions retired. (Precise Event)	0	200003	0	0	1	0	0x53	0	0	0	0	1
0xC4	0xF9	BR_INST_RETIRED.CALL	Counts the number of near CALL branch instructions retired.	0,1	200003	0	0	0	0	0x53	0	0	0	0	1
0xC4	0xF9	BR_INST_RETIRED.CALL_PS	Counts the number of near CALL branch instructions retired. (Precise Event)	0	200003	0	0	1	0	0x53	0	0	0	0	1
0xC4	0xFB	BR_INST_RETIRED.IND_CALL	Counts the number of near indirect CALL branch instructions retired.	0,1	200003	0	0	0	0	0x53	0	0	0	0	1
0xC4	0xFB	BR_INST_RETIRED.IND_CALL_PS	Counts the number of near indirect CALL branch instructions retired. (Precise Event)	0	200003	0	0	1	0	0x53	0	0	0	0	1
0xC4	0xFD	BR_INST_RETIRED.REL_CALL	Counts the number of near relative CALL branch instructions retired.	0,1	200003	0	0	0	0	0x53	0	0	0	0	1
0xC4	0xFD	BR_INST_RETIRED.REL_CALL_PS	Counts the number of near relative CALL branch instructions retired. (Precise Event)	0	200003	0	0	1	0	0x53	0	0	0	0	1
0xC4	0xFE	BR_INST_RETIRED.TAKEN_JCC	Counts the number of branch instructions retired that were taken conditional jumps.	0,1	200003	0	0	0	0	0x53	0	0	0	0	1
0xC4	0xFE	BR_INST_RETIRED.TAKEN_JCC_PS	Counts the number of branch instructions retired that were conditional jumps and predicted taken. (Precise Event)	0	200003	0	0	1	0	0x53	0	0	0	0	1
0xC5	0x00	BR_MISP_RETIRED.ALL_BRANCHES	Counts the number of mispredicted branch instructions retired	0,1	200003	0	0	0	0	0x53	0	0	0	0	1
0xC5	0x00	BR_MISP_RETIRED.ALL_BRANCHES_PS	Counts the number of mispredicted branch instructions retired (Precise Event)	0	200003	0	0	1	0	0x53	0	0	0	0	1
0xC5	0x7E	BR_MISP_RETIRED.JCC	Counts the number of mispredicted branch instructions retired that were conditional jumps.	0,1	200003	0	0	0	0	0x53	0	0	0	0	1
0xC5	0x7E	BR_MISP_RETIRED.JCC_PS	Counts the number of mispredicted branch instructions retired that were conditional jumps. (Precise Event)	0	200003	0	0	1	0	0x53	0	0	0	0	1
0xC5	0xBF	BR_MISP_RETIRED.FAR_BRANCH	Counts the number of mispredicted far branch instructions retired.	0,1	200003	0	0	0	0	0x53	0	0	0	0	1
0xC5	0xBF	BR_MISP_RETIRED.FAR_BRANCH_PS	Counts the number of mispredicted far branch instructions retired. (Precise Event)	0	200003	0	0	1	0	0x53	0	0	0	0	1
0xC5	0xEB	BR_MISP_RETIRED.NON_RETURN_IND	Counts the number of mispredicted branch instructions retired that were near indirect CALL or near indirect JMP.	0,1	200003	0	0	0	0	0x53	0	0	0	0	1
0xC5	0xEB	BR_MISP_RETIRED.NON_RETURN_IND_PS	Counts the number of mispredicted branch instructions retired that were near indirect CALL or near indirect JMP. (Precise Event)	0	200003	0	0	1	0	0x53	0	0	0	0	1
0xC5	0xF7	BR_MISP_RETIRED.RETURN	Counts the number of mispredicted near RET branch instructions retired.	0,1	200003	0	0	0	0	0x53	0	0	0	0	1
0xC5	0xF7	BR_MISP_RETIRED.RETURN_PS	Counts the number of mispredicted near RET branch instructions retired. (Precise Event)	0	200003	0	0	1	0	0x53	0	0	0	0	1
0xC5	0xF9	BR_MISP_RETIRED.CALL	Counts the number of mispredicted near CALL branch instructions retired.	0,1	200003	0	0	0	0	0x53	0	0	0	0	1
0xC5	0xF9	BR_MISP_RETIRED.CALL_PS	Counts the number of mispredicted near CALL branch instructions retired. (Precise Event)	0	200003	0	0	1	0	0x53	0	0	0	0	1
0xC5	0xFB	BR_MISP_RETIRED.IND_CALL	Counts the number of mispredicted near indirect CALL branch instructions retired.	0,1	200003	0	0	0	0	0x53	0	0	0	0	1
0xC5	0xFB	BR_MISP_RETIRED.IND_CALL_PS	Counts the number of mispredicted near indirect CALL branch instructions retired. (Precise Event)	0	200003	0	0	1	0	0x53	0	0	0	0	1
0xC5	0xFD	BR_MISP_RETIRED.REL_CALL	Counts the number of mispredicted near relative CALL branch instructions retired.	0,1	200003	0	0	0	0	0x53	0	0	0	0	1
0xC5	0xFD	BR_MISP_RETIRED.REL_CALL_PS	Counts the number of mispredicted near relative CALL branch instructions retired. (Precise Event)	0	200003	0	0	1	0	0x53	0	0	0	0	1
0xC5	0xFE	BR_MISP_RETIRED.TAKEN_JCC	Counts the number of mispredicted branch instructions retired that were taken conditional jumps.	0,1	200003	0	0	0	0	0x53	0	0	0	0	1
0xC5	0xFE	BR_MISP_RETIRED.TAKEN_JCC_PS	Counts the number of mispredicted branch instructions retired that were conditional jumps and predicted taken. (Precise Event)	0	200003	0	0	1	0	0x53	0	0	0	0	1
0xCA	0x01	NO_ALLOC_CYCLES.ROB_FULL	Counts the number of core cycles when no micro-ops are allocated and the ROB is full	0,1	200003	0	0	0	0	0x53	0	0	0	0	0
0xCA	0x04	NO_ALLOC_CYCLES.MISPREDICTS	Counts the number of core cycles when no micro-ops are allocated and the alloc pipe is stalled waiting for a mispredicted branch to retire.	0,1	200003	0	0	0	0	0x53	0	0	0	0	0
0xCA	0x20	NO_ALLOC_CYCLES.RAT_STALL	Counts the number of core cycles when no micro-ops are allocated and a RATstall (caused by reservation station full) is asserted.	0,1	200003	0	0	0	0	0x53	0	0	0	0	0
0xCA	0x7F	NO_ALLOC_CYCLES.ALL	Counts the total number of core cycles when no micro-ops are allocated for any reason.	0,1	200003	0	0	0	0	0x53	0	0	0	0	0
0xCA	0x90	NO_ALLOC_CYCLES.NOT_DELIVERED	Counts the number of core cycles when no micro-ops are allocated, the IQ is empty, and no other condition is blocking allocation.	0,1	200003	0	0	0	0	0x53	0	0	0	0	0
0xCB	0x01	RS_FULL_STALL.MEC	Counts the number of core cycles when allocation pipeline is stalled and is waiting for a free MEC reservation station entry.	0,1	200003	0	0	0	0	0x53	0	0	0	0	0
0xCB	0x1F	RS_FULL_STALL.ALL	Counts the total number of core cycles allocation pipeline is stalled when any one of the reservation stations is full.	0,1	200003	0	0	0	0	0x53	0	0	0	0	0
0xCD	0x01	CYCLES_DIV_BUSY.ALL	Cycles the number of core cycles when divider is busy.  Does not imply a stall waiting for the divider.	0,1	2000003	0	0	0	0	0x53	0	0	0	0	0
0xE6	0x01	BACLEARS.ALL	Counts the number of times the front end resteers for any branch as a result of another branch handling mechanism in the front end.	0,1	200003	0	0	0	0	0x53	0	0	0	0	0
0xE6	0x08	BACLEARS.RETURN	Counts the number of times the front end resteers for RET branches as a result of another branch handling mechanism in the front end.	0,1	200003	0	0	0	0	0x53	0	0	0	0	0
0xE6	0x10	BACLEARS.COND	Counts the number of times the front end resteers for conditional branches as a result of another branch handling mechanism in the front end.	0,1	200003	0	0	0	0	0x53	0	0	0	0	0
0xE7	0x01	MS_DECODED.MS_ENTRY	Counts the number of times the MSROM starts a flow of uops.	0,1	200003	0	0	0	0	0x53	0	0	0	0	0
