# Performance Monitoring Events for Intel Xeon Processors Based on the Skylake Microarchitecture - V1.22
# 3/27/2020 4:07:25 PM EVENT_STATUS Legend: None = 0x00, Deprecated = 0x01, Template = 0x02
UNIT	CODE	UMASK	PORT_MASK	FC_MASK	UMASK_EXT	NAME	DESCRIPTION	COUNTER	OTHER	FILTER	INTERNAL	FILTER_VALUE	EVENT_STATUS
UPI LL	0x42	0x0	0x00	0x00	0x00	UNC_UPI_TxL_OCCUPANCY	Tx Flit Buffer Occupancy	0,1,2,3	0x53	na	0	0	0x00
UPI LL	0x44	0x0	0x00	0x00	0x00	UNC_UPI_VNA_CREDIT_RETURN_OCCUPANCY	VNA Credits Pending Return - Occupancy	0,1,2,3	0x53	na	0	0	0x00
UPI LL	0x45	0x0	0x00	0x00	0x00	UNC_UPI_VNA_CREDIT_RETURN_BLOCKED_VN01	tbd	0,1,2,3	0x53	na	0	0	0x00
UPI LL	0x46	0x1	0x00	0x00	0x00	UNC_UPI_REQ_SLOT2_FROM_M3.VNA	tbd	0,1,2,3	0x53	na	0	0	0x00
UPI LL	0x46	0x2	0x00	0x00	0x00	UNC_UPI_REQ_SLOT2_FROM_M3.VN0	tbd	0,1,2,3	0x53	na	0	0	0x00
UPI LL	0x46	0x4	0x00	0x00	0x00	UNC_UPI_REQ_SLOT2_FROM_M3.VN1	tbd	0,1,2,3	0x53	na	0	0	0x00
UPI LL	0x46	0x8	0x00	0x00	0x00	UNC_UPI_REQ_SLOT2_FROM_M3.ACK	tbd	0,1,2,3	0x53	na	0	0	0x00
UPI LL	0x5	0x08	0x00	0x00	0x00	UNC_UPI_RxL_BASIC_HDR_MATCH.REQ	Matches on Receive path of a UPI Port; Request	0,1,2,3	0x53	na	0	0	0x00
UPI LL	0x5	0x08	0x00	0x00	0x01	UNC_UPI_RxL_BASIC_HDR_MATCH.REQ_OPC	Matches on Receive path of a UPI Port; Request Opcode	0,1,2,3	0x53	na	0	0	0x02
UPI LL	0x5	0x09	0x00	0x00	0x00	UNC_UPI_RxL_BASIC_HDR_MATCH.SNP	Matches on Receive path of a UPI Port; Snoop	0,1,2,3	0x53	na	0	0	0x00
UPI LL	0x5	0x09	0x00	0x00	0x01	UNC_UPI_RxL_BASIC_HDR_MATCH.SNP_OPC	Matches on Receive path of a UPI Port; Snoop Opcode	0,1,2,3	0x53	na	0	0	0x02
UPI LL	0x5	0x0A	0x00	0x00	0x00	UNC_UPI_RxL_BASIC_HDR_MATCH.RSP_NODATA	Matches on Receive path of a UPI Port; Response - No Data	0,1,2,3	0x53	na	0	0	0x00
UPI LL	0x5	0x0A	0x00	0x00	0x01	UNC_UPI_RxL_BASIC_HDR_MATCH.RSP_NODATA_OPC	Matches on Receive path of a UPI Port; Response - No Data	0,1,2,3	0x53	na	0	0	0x02
UPI LL	0x5	0x0C	0x00	0x00	0x00	UNC_UPI_RxL_BASIC_HDR_MATCH.RSP_DATA	Matches on Receive path of a UPI Port; Response - Data	0,1,2,3	0x53	na	0	0	0x00
UPI LL	0x5	0x0C	0x00	0x00	0x01	UNC_UPI_RxL_BASIC_HDR_MATCH.RSP_DATA_OPC	Matches on Receive path of a UPI Port; Response - Data	0,1,2,3	0x53	na	0	0	0x02
UPI LL	0x5	0x0D	0x00	0x00	0x00	UNC_UPI_RxL_BASIC_HDR_MATCH.WB	Matches on Receive path of a UPI Port; Writeback	0,1,2,3	0x53	na	0	0	0x00
UPI LL	0x5	0x0D	0x00	0x00	0x01	UNC_UPI_RxL_BASIC_HDR_MATCH.WB_OPC	Matches on Receive path of a UPI Port; Writeback	0,1,2,3	0x53	na	0	0	0x02
UPI LL	0x5	0x0E	0x00	0x00	0x00	UNC_UPI_RxL_BASIC_HDR_MATCH.NCB	Matches on Receive path of a UPI Port; Non-Coherent Bypass	0,1,2,3	0x53	na	0	0	0x00
UPI LL	0x5	0x0E	0x00	0x00	0x01	UNC_UPI_RxL_BASIC_HDR_MATCH.NCB_OPC	Matches on Receive path of a UPI Port; Non-Coherent Bypass	0,1,2,3	0x53	na	0	0	0x02
UPI LL	0x5	0x0F	0x00	0x00	0x00	UNC_UPI_RxL_BASIC_HDR_MATCH.NCS	Matches on Receive path of a UPI Port; Non-Coherent Standard	0,1,2,3	0x53	na	0	0	0x00
UPI LL	0x5	0x0F	0x00	0x00	0x01	UNC_UPI_RxL_BASIC_HDR_MATCH.NCS_OPC	Matches on Receive path of a UPI Port; Non-Coherent Standard	0,1,2,3	0x53	na	0	0	0x02
UPI LL	0x5	0x2A	0x00	0x00	0x01	UNC_UPI_RxL_BASIC_HDR_MATCH.RSPI	Matches on Receive path of a UPI Port; Response - Invalid	0,1,2,3	0x53	na	0	0	0x00
UPI LL	0x5	0x8	0x00	0x00	0x00	UNC_UPI_RxL_HDR_MATCH.REQ	This event is deprecated. Refer to new event UNC_UPI_RxL_BASIC_HDR_MATCH.REQ	0,1,2,3	0x53	na	0	0	0x01
UPI LL	0x5	0x9	0x00	0x00	0x00	UNC_UPI_RxL_HDR_MATCH.SNP	This event is deprecated. Refer to new event UNC_UPI_RxL_BASIC_HDR_MATCH.SNP	0,1,2,3	0x53	na	0	0	0x01
UPI LL	0x5	0xA	0x00	0x00	0x00	UNC_UPI_RxL_HDR_MATCH.RSP	This event is deprecated. Refer to new event UNC_UPI_RxL_BASIC_HDR_MATCH.RSP_DATA	0,1,2,3	0x53	na	0	0	0x01
UPI LL	0x5	0xAA	0x00	0x00	0x01	UNC_UPI_RxL_BASIC_HDR_MATCH.RSPCNFLT	Matches on Receive path of a UPI Port; Response - Conflict	0,1,2,3	0x53	na	0	0	0x00
UPI LL	0x5	0xB	0x00	0x00	0x00	UNC_UPI_RxL_HDR_MATCH.WB	This event is deprecated. Refer to new event UNC_UPI_RxL_BASIC_HDR_MATCH.WB	0,1,2,3	0x53	na	0	0	0x01
UPI LL	0x5	0xC	0x00	0x00	0x00	UNC_UPI_RxL_HDR_MATCH.NCB	This event is deprecated. Refer to new event UNC_UPI_RxL_BASIC_HDR_MATCH.NCB	0,1,2,3	0x53	na	0	0	0x01
UPI LL	0x5	0xD	0x00	0x00	0x00	UNC_UPI_RxL_HDR_MATCH.NCS	This event is deprecated. Refer to new event UNC_UPI_RxL_BASIC_HDR_MATCH.NCS	0,1,2,3	0x53	na	0	0	0x01
UPI LL	0x8	0x0	0x00	0x00	0x00	UNC_UPI_RxL_CRC_LLR_REQ_TRANSMIT	LLR Requests Sent	0,1,2,3	0x53	na	0	0	0x00
UPI LL	0xB	0x0	0x00	0x00	0x00	UNC_UPI_RxL_CRC_ERRORS	CRC Errors Detected	0,1,2,3	0x53	na	0	0	0x00
