# Performance Monitoring Events for the Fifth Generation Intel Core Processors Based on the Broadwell-DE Microarchitecture - V7
# 9/17/2017 4:48:42 PM
# Copyright (c) 2007 - 2017 Intel Corporation. All rights reserved.
UNIT	CODE	UMASK	NAME	DESCRIPTION	COUNTER	OTHER	FILTER	INTERNAL
IRP	0x18	0x0	UNC_I_TxR_AD_STALL_CREDIT_CYCLES	No AD Egress Credit Stalls	0,1	0x0	null	0
IRP	0x19	0x0	UNC_I_TxR_BL_STALL_CREDIT_CYCLES	No BL Egress Credit Stalls	0,1	0x0	null	0
IRP	0x2	0x0	UNC_I_RxR_BL_NCB_INSERTS	BL Ingress Occupancy - NCB	0,1	0x0	null	0
IRP	0x3	0x0	UNC_I_RxR_BL_NCS_INSERTS	BL Ingress Occupancy - NCS	0,1	0x0	null	0
IRP	0x4	0x0	UNC_I_RxR_BL_DRS_CYCLES_FULL		0,1	0x0	null	0
IRP	0x5	0x0	UNC_I_RxR_BL_NCB_CYCLES_FULL		0,1	0x0	null	0
IRP	0x6	0x0	UNC_I_RxR_BL_NCS_CYCLES_FULL		0,1	0x0	null	0
IRP	0x7	0x0	UNC_I_RxR_BL_DRS_OCCUPANCY		0,1	0x0	null	0
IRP	0x8	0x0	UNC_I_RxR_BL_NCB_OCCUPANCY		0,1	0x0	null	0
IRP	0x9	0x0	UNC_I_RxR_BL_NCS_OCCUPANCY		0,1	0x0	null	0
IRP	0xA	0x0	UNC_I_RxR_AK_INSERTS	AK Ingress Occupancy	0,1	0x0	null	0
IRP	0xD	0x0	UNC_I_TxR_REQUEST_OCCUPANCY	Outbound Request Queue Occupancy	0,1	0x0	null	0
IRP	0xE	0x0	UNC_I_TxR_DATA_INSERTS_NCB	Outbound Read Requests	0,1	0x0	null	0
IRP	0xF	0x0	UNC_I_TxR_DATA_INSERTS_NCS	Outbound Read Requests	0,1	0x0	null	0
